idno;tail;name;ST_AsText(shap);nlan;sped;hier;head;leng;capa 
2002321;18105379;Bad Fischau/L137;16.1877641 47.8429755,16.1873975 47.8425646,16.1868391 47.8419011,16.1866296 47.8416177,16.186378 47.8412426,16.1862478 47.8410342,16.1858627 47.840346,16.1852598 47.8392315,16.1852213 47.8391626;1;69;0;1317081;466,029998779297;900
2002322;1317081;Bad Fischau/L137;16.1852213 47.8391626,16.1850629 47.8388791,16.1849539 47.8386874,16.1847887 47.8383754,16.1846447 47.8380814,16.1846335 47.8380551;1;69;0;18113129;130,789993286133;900
2002322;18113129;Bad Fischau/L137;16.1846335 47.8380551,16.1846447 47.8380814,16.1847887 47.8383754,16.1849539 47.8386874,16.1850629 47.8388791,16.1852213 47.8391626;1;69;0;1317081;130,789993286133;900
2002361;1317121;Linzerstraße/B1 - Wiener Straße;16.1396416 48.2370688,16.1395259 48.2371514,16.1392552 48.2373375,16.1391206 48.2374372;1;39;0;18073344;56,3600006103516;1100
2002361;18073344;Linzerstraße/B1 - Wiener Straße;16.1391206 48.2374372,16.1392552 48.2373375,16.1395259 48.2371514,16.1396416 48.2370688;1;39;0;1317121;56,3600006103516;1100
2002362;1317121;Linzerstraße/B1 - Wiener Straße;16.1396416 48.2370688,16.1400224 48.2367968,16.140086 48.2367521;1;39;0;18058066;48,2700004577637;1100
2002362;18058066;Linzerstraße/B1 - Wiener Straße;16.140086 48.2367521,16.1400224 48.2367968,16.1396416 48.2370688;1;39;0;1317121;48,2700004577637;1100
2002381;1317141;Fliegergasse;16.2340558 47.8312409,16.233995 47.8310663,16.2339298 47.8307779;1;28;0;18033967;52,3800010681152;1100
2002381;18033967;Fliegergasse;16.2339298 47.8307779,16.233995 47.8310663,16.2340558 47.8312409;1;28;0;1317141;52,3800010681152;1100
2002382;1317141;Fliegergasse;16.2340558 47.8312409,16.2340626 47.8313598,16.2341068 47.8315858;1;28;0;18046447;38,5800018310547;1100
2002382;18046447;Fliegergasse;16.2341068 47.8315858,16.2340626 47.8313598,16.2340558 47.8312409;1;28;0;1317141;38,5800018310547;1100
2002441;1317201;Hauptstraße/B47 - Lundenburger Straße;16.819206000002 48.699999199997,16.819113900002 48.699992099997;1;39;0;18023499;6,82999992370605;1100
2002441;18023499;Hauptstraße/B47 - Lundenburger Straße;16.819113900002 48.699992099997,16.819206000002 48.699999199997;1;39;0;1317201;6,82999992370605;1100
2002442;1317201;Hauptstraße/B47 - Lundenburger Straße;16.819206000002 48.699999199997,16.819393100002 48.700013599997,16.819513500002 48.700013099997;1;39;0;18110300;22,7299995422363;1100
2002442;18110300;Hauptstraße/B47 - Lundenburger Straße;16.819513500002 48.700013099997,16.819393100002 48.700013599997,16.819206000002 48.699999199997;1;39;0;1317201;22,7299995422363;1100
2002461;1317221;Senningerstraße/L29;16.2020796 48.3981379,16.2023878 48.3977278,16.2026782 48.397337,16.2026817 48.3973325;1;35;0;18111261;100,050003051758;1100
2002461;18111261;Senningerstraße/L29;16.2026817 48.3973325,16.2026782 48.397337,16.2023878 48.3977278,16.2020796 48.3981379;1;35;0;1317221;100,050003051758;1100
2002482;1317241;Grünsting/L136;15.7950592 47.6723693,15.7951736 47.6723484,15.7952797 47.6723017,15.7953819 47.672228,15.7956734 47.6719751,15.7956814 47.6719666,15.795704 47.671945;1;69;0;18131846;69,3399963378906;900
2002482;18131846;Grünsting/L136;15.795704 47.671945,15.7956814 47.6719666,15.7956734 47.6719751,15.7953819 47.672228,15.7952797 47.6723017,15.7951736 47.6723484,15.7950592 47.6723693;1;69;0;1317241;69,3399963378906;900
2002503;1317262;Rosaliastraße/L4095;16.2219298 47.7262508,16.2226527 47.7262231,16.2227229 47.7262204;1;35;0;18081610;59,5900001525879;1100
2002503;18081610;Rosaliastraße/L4095;16.2227229 47.7262204,16.2226527 47.7262231,16.2219298 47.7262508;1;35;0;1317262;59,5900001525879;1100
2002504;1317262;Rosaliastraße/L4095;16.2219298 47.7262508,16.221682 47.7262602,16.2208129 47.726286,16.2207402 47.7262885;1;35;0;18101496;89,3399963378906;1100
2002504;18101496;Rosaliastraße/L4095;16.2207402 47.7262885,16.2208129 47.726286,16.221682 47.7262602,16.2219298 47.7262508;1;35;0;1317262;89,3399963378906;1100
2002562;1317321;Niederösterreich-Ring/B1a - B1a;15.6323703 48.1985226,15.6324381 48.198524;1;39;0;1327384;5,03999996185303;1100
2002562;1327384;Niederösterreich-Ring/B1a - B1a;15.6324381 48.198524,15.6323703 48.1985226;1;39;0;1317321;5,03999996185303;1100
2002581;1317341;Wiener Neustädter Straße/B26 - Puchberger Straße;15.9132874 47.7901752,15.9133266 47.7900337,15.9133985 47.7897897,15.9134532 47.7895698,15.9135231 47.7893638,15.9135258 47.7893485;1;39;0;18096164;93,6699981689453;0
2002581;18096164;Wiener Neustädter Straße/B26 - Puchberger Straße;15.9135258 47.7893485,15.9135231 47.7893638,15.9134532 47.7895698,15.9133985 47.7897897,15.9133266 47.7900337,15.9132874 47.7901752;1;39;0;1317341;93,6699981689453;1100
2002585;1317343;Loimersdorfer Straße/L4;16.823961300002 48.221680899997,16.824089300002 48.220896099997,16.824115500002 48.220800799997;1;35;0;18065909;98,5599975585938;1100
2002585;18065909;Loimersdorfer Straße/L4;16.824115500002 48.220800799997,16.824089300002 48.220896099997,16.823961300002 48.221680899997;1;35;0;1317343;98,5599975585938;1100
2002601;1317347;Guntramsdorfer Straße;16.3503896 48.063387099999,16.3503724 48.063354999999,16.3503544 48.063333499999,16.3502366 48.063180599999,16.3501559 48.063070699999;1;30;0;18053554;39,2799987792969;1100
2002601;18053554;Guntramsdorfer Straße;16.3501559 48.063070699999,16.3502366 48.063180599999,16.3503544 48.063333499999,16.3503724 48.063354999999,16.3503896 48.063387099999;1;30;0;1317347;39,2799987792969;1100
2002602;1317347;Guntramsdorfer Straße;16.3503896 48.063387099999,16.3505239 48.063540299999,16.3506502 48.063658299999;1;28;0;18041219;35,9099998474121;1100
2002602;18041219;Guntramsdorfer Straße;16.3506502 48.063658299999,16.3505239 48.063540299999,16.3503896 48.063387099999;1;28;0;1317347;35,9099998474121;1100
2002621;1317361;Kunrathstraße;15.6083675 48.2027847,15.6082805 48.203169,15.6081591 48.2037663;1;34;0;18100127;110,23999786377;1100
2002621;18100127;Kunrathstraße;15.6081591 48.2037663,15.6082805 48.203169,15.6083675 48.2027847;1;34;0;1317361;110,23999786377;1100
2002622;1317361;Kunrathstraße;15.6083675 48.2027847,15.6086498 48.2015704,15.6089862 48.2000507;1;34;0;18155512;307,489990234375;1100
2002622;18155512;Kunrathstraße;15.6089862 48.2000507,15.6086498 48.2015704,15.6083675 48.2027847;1;34;0;1317361;307,489990234375;1100
2002627;1317366;Radlberger Hauptstraße/L113;15.6735344 48.2482563,15.6731348 48.247931,15.673128 48.2479249;1;47;0;18198572;47,6399993896484;900
2002627;18198572;Radlberger Hauptstraße/L113;15.673128 48.2479249,15.6731348 48.247931,15.6735344 48.2482563;1;47;0;1317366;47,6399993896484;900
2002628;1317366;Radlberger Hauptstraße/L113;15.6735344 48.2482563,15.6736938 48.2483861,15.674359 48.2488987;1;35;0;18200249;94,0999984741211;1100
2002628;18200249;Radlberger Hauptstraße/L113;15.674359 48.2488987,15.6736938 48.2483861,15.6735344 48.2482563;1;35;0;1317366;94,0999984741211;1100
2002629;1317367;Höll/B54 - Wechsel Straße;16.0996042 47.5763305,16.0996161 47.5761766,16.0996256 47.5758434,16.0996232 47.5755888,16.0996091 47.5753948,16.0995835 47.5752217,16.0995499 47.5750729,16.0995144 47.5749556,16.0994676 47.5748293,16.099424 47.5747335,16.0993788 47.5746301;1;55;0;18058144;191,100006103516;1100
2002629;18058144;Höll/B54 - Wechsel Straße;16.0993788 47.5746301,16.099424 47.5747335,16.0994676 47.5748293,16.0995144 47.5749556,16.0995499 47.5750729,16.0995835 47.5752217,16.0996091 47.5753948,16.0996232 47.5755888,16.0996256 47.5758434,16.0996161 47.5761766,16.0996042 47.5763305;1;55;0;1317367;191,100006103516;1100
2002630;1317367;Höll/B54 - Wechsel Straße;16.0996042 47.5763305,16.0995985 47.5764044,16.0995801 47.5765605,16.0995557 47.5767149,16.0995319 47.5768738;1;55;0;18068308;60,6500015258789;1100
2002630;18068308;Höll/B54 - Wechsel Straße;16.0995319 47.5768738,16.0995557 47.5767149,16.0995801 47.5765605,16.0995985 47.5764044,16.0996042 47.5763305;1;55;0;1317367;60,6500015258789;1100
2002632;1317368;Ortsstraße;16.0928754 47.7574867,16.0931065 47.7574469,16.0933123 47.7574205,16.0934957 47.7574002,16.0936764 47.7573755,16.0938862 47.7573402,16.0940975 47.7572982,16.0950495 47.7570874,16.095289 47.7570322,16.0957247 47.7569131,16.0959272 47.7568502,16.096089 47.7567943,16.0962476 47.7567232,16.099049 47.7551992,16.0992735 47.7550765,16.099496 47.7549526,16.0996699 47.7548458,16.0998378 47.7547321,16.0999896 47.7546391,16.1001448 47.7545506,16.1002925 47.7544547,16.100336 47.754417;1;63;0;18064974;668;900
2002632;18064974;Ortsstraße;16.100336 47.754417,16.1002925 47.7544547,16.1001448 47.7545506,16.0999896 47.7546391,16.0998378 47.7547321,16.0996699 47.7548458,16.099496 47.7549526,16.0992735 47.7550765,16.099049 47.7551992,16.0962476 47.7567232,16.096089 47.7567943,16.0959272 47.7568502,16.0957247 47.7569131,16.095289 47.7570322,16.0950495 47.7570874,16.0940975 47.7572982,16.0938862 47.7573402,16.0936764 47.7573755,16.0934957 47.7574002,16.0933123 47.7574205,16.0931065 47.7574469,16.0928754 47.7574867;1;63;0;1317368;668;900
2002633;1317371;Bahnstraße/L4184;16.0903443 47.5559644,16.0905888 47.5560844,16.0909079 47.5562434,16.0911319 47.5563814,16.0913569 47.5564944,16.0915549 47.5566174,16.0917828 47.5567734,16.0920959 47.5570697;1;35;0;18120551;181,559997558594;1100
2004402;1319061;Badenerstraße/L151;16.2751244 48.0438075,16.2750845 48.0437746;1;35;0;18076901;4,71000003814697;1100
2002633;18120551;Bahnstraße/L4184;16.0920959 47.5570697,16.0917828 47.5567734,16.0915549 47.5566174,16.0913569 47.5564944,16.0911319 47.5563814,16.0909079 47.5562434,16.0905888 47.5560844,16.0903443 47.5559644;1;35;0;1317371;181,559997558594;1100
2002634;1317371;Marienplatz/L4184;16.0903443 47.5559644,16.0902034 47.5558953,16.090174 47.5558796;1;35;0;18116351;15,9099998474121;1100
2002634;18116351;Marienplatz/L4184;16.090174 47.5558796,16.0902034 47.5558953,16.0903443 47.5559644;1;35;0;1317371;15,9099998474121;1100
2002641;1317381;Penker Dorfstraße/L137;16.0332091 47.6632782,16.0331847 47.6632476,16.0331224 47.663198;1;35;0;18056123;11,1000003814697;1100
2002641;18056123;Penker Dorfstraße/L137;16.0331224 47.663198,16.0331847 47.6632476,16.0332091 47.6632782;1;35;0;1317381;11,1000003814697;1100
2002642;1317381;Penker Dorfstraße/L137;16.0332091 47.6632782,16.0333044 47.6633974,16.0333821 47.6635478,16.0334245 47.6637091,16.0334019 47.6638701,16.0333597 47.6640058,16.0332556 47.6642653,16.0331058 47.6646005,16.0329538 47.6648806,16.0328271 47.6650685,16.0326162 47.6654076,16.032568 47.6655473,16.0325476 47.6656871,16.0325568 47.6657995,16.0325739 47.6658963,16.0326065 47.6660468,16.0327226 47.6664507,16.0327335 47.6665932,16.032719 47.666708;1;60;0;18043232;396,480010986328;900
2002642;18043232;Penker Dorfstraße/L137;16.032719 47.666708,16.0327335 47.6665932,16.0327226 47.6664507,16.0326065 47.6660468,16.0325739 47.6658963,16.0325568 47.6657995,16.0325476 47.6656871,16.032568 47.6655473,16.0326162 47.6654076,16.0328271 47.6650685,16.0329538 47.6648806,16.0331058 47.6646005,16.0332556 47.6642653,16.0333597 47.6640058,16.0334019 47.6638701,16.0334245 47.6637091,16.0333821 47.6635478,16.0333044 47.6633974,16.0332091 47.6632782;1;60;0;1317381;396,480010986328;900
2002643;1317382;Schleinz/L148;16.262589 47.7060391,16.262262 47.7056809,16.2621459 47.7054702,16.2621295 47.7054302;1;69;0;18110784;76,3899993896484;900
2002643;18110784;Schleinz/L148;16.2621295 47.7054302,16.2621459 47.7054702,16.262262 47.7056809,16.262589 47.7060391;1;69;0;1317382;76,3899993896484;900
2002644;1317382;Schleinz/L148;16.262589 47.7060391,16.2626175 47.7060703,16.263304 47.706712,16.2635663 47.706962,16.2637776 47.707174,16.2639202 47.7073442,16.2640328 47.707499,16.2641612 47.7077251,16.2642349 47.7079143,16.2642946 47.7081463,16.2644242 47.7087057,16.2644873 47.7089865,16.2645345 47.7092447,16.2645981 47.7095135,16.2646079 47.709785,16.2645758 47.7100301,16.2645015 47.7102239,16.264413 47.7104238,16.2642964 47.7106129,16.2642037 47.7107635;1;69;0;18069218;567,950012207031;900
2002644;18069218;Schleinz/L148;16.2642037 47.7107635,16.2642964 47.7106129,16.264413 47.7104238,16.2645015 47.7102239,16.2645758 47.7100301,16.2646079 47.709785,16.2645981 47.7095135,16.2645345 47.7092447,16.2644873 47.7089865,16.2644242 47.7087057,16.2642946 47.7081463,16.2642349 47.7079143,16.2641612 47.7077251,16.2640328 47.707499,16.2639202 47.7073442,16.2637776 47.707174,16.2635663 47.706962,16.263304 47.706712,16.2626175 47.7060703,16.262589 47.7060391;1;69;0;1317382;567,950012207031;900
2004282;18031581;Marchetstraße;16.227395 48.0095844,16.2277236 48.0095919;1;25;0;1318981;24,5300006866455;1100
2002646;1317383;Steinklamm/L5107;15.6450944 48.1508792,15.6447872 48.150531,15.6444958 48.1502148,15.6443313 48.1501,15.6442073 48.1500831;1;35;0;18010196;113,370002746582;1100
2002646;18010196;Steinklamm/L5107;15.6442073 48.1500831,15.6443313 48.1501,15.6444958 48.1502148,15.6447872 48.150531,15.6450944 48.1508792;1;35;0;1317383;113,370002746582;1100
2002649;1317385;Radlberger Hauptstraße/L113;15.6745784 48.2490876,15.6745726 48.2490806,15.6744622 48.2489835,15.6743728 48.2489094,15.674359 48.2488987;1;35;0;18200249;26,6000003814697;1100
2002649;18200249;Radlberger Hauptstraße/L113;15.674359 48.2488987,15.6743728 48.2489094,15.6744622 48.2489835,15.6745726 48.2490806,15.6745784 48.2490876;1;35;0;1317385;26,6000003814697;1100
2002651;1317386;Florianigasse/B19 - Tullner Straße;15.8996816 48.2015816,15.8996701 48.2015939,15.8996488 48.2016099,15.8996083 48.201627,15.8995756 48.2016371,15.899541 48.2016415,15.8995113 48.201642;1;50;0;18013073;15,0600004196167;2000
2002651;18013073;Florianigasse/B19 - Tullner Straße;15.8995113 48.201642,15.899541 48.2016415,15.8995756 48.2016371,15.8996083 48.201627,15.8996488 48.2016099,15.8996701 48.2015939,15.8996816 48.2015816;1;50;0;1317386;15,0600004196167;0
2002658;1398919;Preßburger Straße/B50a - B50a;17.042405300003 48.107406399993,17.042240200003 48.107600399993,17.041874300003 48.108013799993;1;79;0;18102952;78,2699966430664;1250
2002658;18102952;Preßburger Straße/B50a - B50a;17.041874300003 48.108013799993,17.042240200003 48.107600399993,17.042405300003 48.107406399993;1;79;0;1398919;78,2699966430664;1250
2002659;1317390;;16.658775500001 48.150069599998,16.658888100001 48.150320799998;1;60;0;18056976;29,1599998474121;900
2002659;18056976;;16.658888100001 48.150320799998,16.658775500001 48.150069599998;1;60;0;1317390;29,1599998474121;900
2002660;1317390;;16.658775500001 48.150069599998,16.658770000001 48.150038699998,16.658710700001 48.149900899998,16.658619900001 48.149723999998,16.658536300001 48.149543199998,16.658073900001 48.148512299998,16.657714300001 48.147744599998,16.657621900001 48.147561599998,16.657523000001 48.147409299998,16.657360200001 48.147227199998;1;60;0;18102866;333,929992675781;900
2002660;18102866;;16.657360200001 48.147227199998,16.657523000001 48.147409299998,16.657621900001 48.147561599998,16.657714300001 48.147744599998,16.658073900001 48.148512299998,16.658536300001 48.149543199998,16.658619900001 48.149723999998,16.658710700001 48.149900899998,16.658770000001 48.150038699998,16.658775500001 48.150069599998;1;60;0;1317390;333,929992675781;900
2002701;1317441;Platt/L1065;15.9596476 48.6685651,15.9599519 48.668916,15.9600218 48.6690004;1;35;0;18069077;55,7099990844727;1100
2002701;18069077;Platt/L1065;15.9600218 48.6690004,15.9599519 48.668916,15.9596476 48.6685651;1;35;0;1317441;55,7099990844727;1100
2002702;1317441;Platt/L1065;15.9596476 48.6685651,15.9593882 48.6682659,15.9593145 48.6681842;1;35;0;18041182;48,9500007629395;1100
2002702;18041182;Platt/L1065;15.9593145 48.6681842,15.9593882 48.6682659,15.9596476 48.6685651;1;35;0;1317441;48,9500007629395;1100
2002722;1317461;Sichelbach/L129;15.8003164 48.193201,15.8003061 48.1931966,15.8000959 48.1931104,15.7998358 48.193028,15.7995437 48.1929476;1;35;0;18165885;64,129997253418;1100
2002722;18165885;Sichelbach/L129;15.7995437 48.1929476,15.7998358 48.193028,15.8000959 48.1931104,15.8003061 48.1931966,15.8003164 48.193201;1;35;0;1317461;64,129997253418;1100
2002741;1317481;Matznerstraße/L18;16.725528900001 48.449468299998,16.725530800001 48.449434999998,16.725550100001 48.449152999998,16.725550800001 48.449144599998;1;69;0;18119983;36,0299987792969;900
2002741;18119983;Matznerstraße/L18;16.725550800001 48.449144599998,16.725550100001 48.449152999998,16.725530800001 48.449434999998,16.725528900001 48.449468299998;1;69;0;1317481;36,0299987792969;900
2002782;1316213;Hauptstraße/L23;16.622682800001 48.722364399998,16.623301400001 48.722032899998,16.623352600001 48.722008999998;1;35;0;1317501;63,1800003051758;1100
2002782;1317501;Hauptstraße/L23;16.623352600001 48.722008999998,16.623301400001 48.722032899998,16.622682800001 48.722364399998;1;35;0;1316213;63,1800003051758;1100
2002961;1317661;Günselsdorfer Straße/B18 - Hainfelder Straße;16.2362157 47.9383919,16.2369101 47.93857,16.2392385 47.9391703,16.2399566 47.9393545,16.2413281 47.9397133,16.2431549 47.9401813;1;78;0;18011647;555,309997558594;1250
2002961;18011647;Günselsdorfer Straße/B18 - Hainfelder Straße;16.2431549 47.9401813,16.2413281 47.9397133,16.2399566 47.9393545,16.2392385 47.9391703,16.2369101 47.93857,16.2362157 47.9383919;1;78;0;1317661;555,309997558594;1250
2002962;1317661;Günselsdorfer Straße/B18 - Hainfelder Straße;16.2362157 47.9383919,16.2359898 47.9383339,16.2349966 47.9380678,16.2348915 47.938039;1;39;0;18112355;106,440002441406;1100
2002962;18112355;Günselsdorfer Straße/B18 - Hainfelder Straße;16.2348915 47.938039,16.2349966 47.9380678,16.2359898 47.9383339,16.2362157 47.9383919;1;39;0;1317661;106,440002441406;1100
2003002;1317701;Leobersdorferstraße/B18 - Hainfelder Straße;16.2497281 47.9419428,16.2495083 47.9418789,16.2478373 47.9414015,16.2472297 47.9412337;1;39;0;18011694;202,619995117188;1100
2003002;18011694;Leobersdorferstraße/B18 - Hainfelder Straße;16.2472297 47.9412337,16.2478373 47.9414015,16.2495083 47.9418789,16.2497281 47.9419428;1;39;0;1317701;202,619995117188;1100
2003021;1317721;B19 - Tullner Straße;16.0658966 48.4314061,16.0659363 48.43134,16.0659593 48.4312294,16.0659343 48.4311059,16.0658488 48.4309738,16.0657917 48.4308865,16.0656774 48.4307437,16.0656304 48.4305478,16.0656663 48.4304053,16.0658047 48.4302376,16.0659907 48.4301295,16.0661989 48.4300492,16.0666657 48.4298987;1;50;0;18097954;212,619995117188;1800
2003021;18097954;B19 - Tullner Straße;16.0666657 48.4298987,16.0661989 48.4300492,16.0659907 48.4301295,16.0658047 48.4302376,16.0656663 48.4304053,16.0656304 48.4305478,16.0656774 48.4307437,16.0657917 48.4308865,16.0658488 48.4309738,16.0659343 48.4311059,16.0659593 48.4312294,16.0659363 48.43134,16.0658966 48.4314061;0;50;0;1317721;212,619995117188;0
2003022;1317721;B19 - Tullner Straße;16.0658966 48.4314061,16.0658815 48.4314313,16.0656337 48.4317264;0;50;0;18015137;40,6199989318848;0
2003022;18015137;B19 - Tullner Straße;16.0656337 48.4317264,16.0658815 48.4314313,16.0658966 48.4314061;1;50;0;1317721;40,6199989318848;1800
2003041;1317741;B19 - Tullner Straße;16.0664683 48.4309823,16.0663537 48.4310006,16.0661653 48.4309724,16.0659291 48.4308995,16.0657699 48.4307737,16.0657002 48.4306416,16.0656979 48.4304842,16.065785 48.4303418,16.0659391 48.4302081,16.0661827 48.4300938,16.0664484 48.4300157,16.0667091 48.4299685;0;50;0;18010362;193,020004272461;0
2003041;18010362;B19 - Tullner Straße;16.0667091 48.4299685,16.0664484 48.4300157,16.0661827 48.4300938,16.0659391 48.4302081,16.065785 48.4303418,16.0656979 48.4304842,16.0657002 48.4306416,16.0657699 48.4307737,16.0659291 48.4308995,16.0661653 48.4309724,16.0663537 48.4310006,16.0664683 48.4309823;1;50;0;1317741;193,020004272461;1800
2003042;1317741;B19 - Tullner Straße;16.0664683 48.4309823,16.0665777 48.4309649,16.0669778 48.4308574;1;50;0;18009973;40,2599983215332;1800
2003042;18009973;B19 - Tullner Straße;16.0669778 48.4308574,16.0665777 48.4309649,16.0664683 48.4309823;0;50;0;1317741;40,2599983215332;0
2003081;1317781;Altenmarkt/L20;16.3880809 48.675509099999,16.3881045 48.675515999999,16.3882819 48.675571699999;1;35;0;18014433;16,3500003814697;1100
2003081;18014433;Altenmarkt/L20;16.3882819 48.675571699999,16.3881045 48.675515999999,16.3880809 48.675509099999;1;35;0;1317781;16,3500003814697;1100
2003082;1317781;Altenmarkt/L20;16.3880809 48.675509099999,16.3872456 48.675268899999,16.3871481 48.675243399999;1;35;0;18023837;74,7900009155273;1100
2003082;18023837;Altenmarkt/L20;16.3871481 48.675243399999,16.3872456 48.675268899999,16.3880809 48.675509099999;1;35;0;1317781;74,7900009155273;1100
2003101;1317801;Hauptstraße/L10;16.493086800001 48.533223999999,16.493156700001 48.533166499999,16.493244700001 48.533095399999;1;35;0;18014485;18,4500007629395;1100
2003101;18014485;Hauptstraße/L10;16.493244700001 48.533095399999,16.493156700001 48.533166499999,16.493086800001 48.533223999999;1;35;0;1317801;18,4500007629395;1100
2003121;1317801;Hauptstraße/L10;16.493086800001 48.533223999999,16.493004500001 48.533291699999,16.492747400001 48.533539499999,16.492551900001 48.533713899999;1;35;0;1317821;67,3099975585938;1100
2003121;1317821;Hauptstraße/L10;16.492551900001 48.533713899999,16.492747400001 48.533539499999,16.493004500001 48.533291699999,16.493086800001 48.533223999999;1;35;0;1317801;67,3099975585938;1100
2003122;1317821;Hauptstraße/L10;16.492551900001 48.533713899999,16.492545100001 48.533719999999,16.492441500001 48.533779799999,16.492375500001 48.533785999999;1;35;0;18116812;15,9099998474121;1100
2003122;18116812;Hauptstraße/L10;16.492375500001 48.533785999999,16.492441500001 48.533779799999,16.492545100001 48.533719999999,16.492551900001 48.533713899999;1;35;0;1317821;15,9099998474121;1100
2003141;1317841;Bad Fischau/L137;16.1896771 47.8454415,16.1897962 47.8455862,16.1899829 47.8457946,16.19036 47.8462056,16.1907124 47.8466177,16.1908547 47.8467952;1;46;0;18021580;174,460006713867;1100
2003141;18021580;Bad Fischau/L137;16.1908547 47.8467952,16.1907124 47.8466177,16.19036 47.8462056,16.1899829 47.8457946,16.1897962 47.8455862,16.1896771 47.8454415;1;46;0;1317841;174,460006713867;1100
2003142;1317841;Bad Fischau/L137;16.1896771 47.8454415,16.1896394 47.8453956,16.1893067 47.8449264,16.189136 47.8446597,16.1890445 47.8445168,16.1887944 47.8441738,16.1881498 47.8434139,16.1877939 47.8430089,16.1877641 47.8429755;1;69;0;18105379;309,660003662109;900
2003142;18105379;Bad Fischau/L137;16.1877641 47.8429755,16.1877939 47.8430089,16.1881498 47.8434139,16.1887944 47.8441738,16.1890445 47.8445168,16.189136 47.8446597,16.1893067 47.8449264,16.1896394 47.8453956,16.1896771 47.8454415;1;69;0;1317841;309,660003662109;900
2003182;1317881;Untere Wagramstraße/L14;16.0424564 48.4031283,16.0423603 48.4031875,16.0422808 48.4032245,16.0421969 48.403267,16.0421438 48.4032849;1;35;0;18057768;29,0900001525879;1100
2003182;18057768;Untere Wagramstraße/L14;16.0421438 48.4032849,16.0421969 48.403267,16.0422808 48.4032245,16.0423603 48.4031875,16.0424564 48.4031283;1;35;0;1317881;29,0900001525879;1100
2003221;1317921;Münchendorferstraße/L2084;16.3305808 48.040782399999,16.3279914 48.041605099999;1;69;0;18099910;213,649993896484;900
2003221;18099910;Münchendorferstraße/L2084;16.3279914 48.041605099999,16.3305808 48.040782399999;1;69;0;1317921;213,649993896484;900
2003261;1317961;Am Mühlberg/L10;16.576477300001 48.485857999999,16.575559500001 48.486140999999,16.575144800001 48.486275799999;1;72;0;1556973;108,919998168945;1250
2003261;1556973;Am Mühlberg/L10;16.575144800001 48.486275799999,16.575559500001 48.486140999999,16.576477300001 48.485857999999;1;72;0;1317961;108,919998168945;1250
2003281;1317981;Gumpoldskirchnerstraße/L2086;16.303775 48.0473467,16.3038234 48.0473434,16.3045464 48.0473137,16.3050233 48.0473138,16.3053758 48.0473261;1;35;0;18052304;119,51000213623;1100
2003281;18052304;Gumpoldskirchnerstraße/L2086;16.3053758 48.0473261,16.3050233 48.0473138,16.3045464 48.0473137,16.3038234 48.0473434,16.303775 48.0473467;1;35;0;1317981;119,51000213623;1100
2003282;1317981;Gumpoldskirchnerstraße/L2086;16.303775 48.0473467,16.3030707 48.0473949,16.3026353 48.047458,16.3019153 48.04766,16.3011893 48.047886,16.3008246 48.0480555,16.3005083 48.048209,16.3002913 48.048297,16.3001561 48.0483334;1;42;0;18118195;295,829986572266;1100
2003282;18118195;Gumpoldskirchnerstraße/L2086;16.3001561 48.0483334,16.3002913 48.048297,16.3005083 48.048209,16.3008246 48.0480555,16.3011893 48.047886,16.3019153 48.04766,16.3026353 48.047458,16.3030707 48.0473949,16.303775 48.0473467;1;42;0;1317981;295,829986572266;1100
2003303;1318002;Platt/L1064a;15.9633226 48.6715896,15.9634232 48.6715859,15.963585 48.6715861;1;35;0;18008443;19,3299999237061;1100
2003303;18008443;Platt/L1064a;15.963585 48.6715861,15.9634232 48.6715859,15.9633226 48.6715896;1;35;0;1318002;19,3299999237061;1100
2018730;18099988;Am Berg;15.8532434 48.7009271,15.8532887 48.7009589;1;28;0;18166844;4,86999988555908;1100
2003361;1318061;Harlander Straße/L5106;15.623559 48.1740149,15.6241222 48.1740122;1;35;0;18208728;41,8899993896484;1100
2003361;18208728;Harlander Straße/L5106;15.6241222 48.1740122,15.623559 48.1740149;1;35;0;1318061;41,8899993896484;1100
2003381;1318081;Am Einsiedlberg/B1 - Wiener Straße;15.9685953 48.2703131,15.9688564 48.2703152;1;79;0;18104801;19,3799991607666;1250
2003381;18104801;Am Einsiedlberg/B1 - Wiener Straße;15.9688564 48.2703152,15.9685953 48.2703131;1;79;0;1318081;19,3799991607666;1250
2003382;1318081;Am Einsiedlberg/B1 - Wiener Straße;15.9685953 48.2703131,15.9676868 48.2703053,15.9658805 48.2702917,15.965253 48.2702923,15.9647968 48.2703054,15.9643947 48.2703193,15.9639696 48.2703465,15.9633619 48.2703959,15.962817 48.2704552,15.9622844 48.2705321,15.9616505 48.2706463,15.9614248 48.2706766;1;79;0;18101232;536,340026855469;1250
2003382;18101232;Am Einsiedlberg/B1 - Wiener Straße;15.9614248 48.2706766,15.9616505 48.2706463,15.9622844 48.2705321,15.962817 48.2704552,15.9633619 48.2703959,15.9639696 48.2703465,15.9643947 48.2703193,15.9647968 48.2703054,15.965253 48.2702923,15.9658805 48.2702917,15.9676868 48.2703053,15.9685953 48.2703131;1;79;0;1318081;536,340026855469;1250
2003401;1318101;Hauptstraße/B1 - Wiener Straße;15.7464624 48.2548186,15.7464526 48.2548134,15.7461165 48.2546444,15.7461132 48.254643;1;79;0;18010610;32,4599990844727;1250
